Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,HasMortgage,HasDependents,HasCoSigner,Default,LoanToIncome,EmploymentYears,CreditRisk,Education_high school,Education_master's,Education_phd,EmploymentType_part-time,EmploymentType_self-employed,EmploymentType_unemployed,MaritalStatus_married,MaritalStatus_single,LoanPurpose_business,LoanPurpose_education,LoanPurpose_home,LoanPurpose_other,InterestLevel_medium,InterestLevel_high,DTIBucket_medium,DTIBucket_high,DTIBucket_extreme,y_true,y_pred,cluster
20,74370,202548,563,27,1,12.77,36,0.32,0,1,0,0,2.723517547,2.25,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,14
21,60274,229425,693,11,3,9.48,60,0.57,1,0,0,0,3.806367588,0.916666667,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,21
46,140621,211016,543,74,2,21.26,60,0.64,0,1,0,0,1.500600906,6.166666667,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,48
25,76722,23332,551,43,4,6.64,48,0.71,1,0,1,0,0.304110946,3.583333333,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9
56,101485,138753,581,109,1,3.6,12,0.16,0,0,0,0,1.367226684,9.083333333,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,45
67,48550,149415,508,16,4,19.96,24,0.79,0,0,1,0,3.077548919,1.333333333,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,36
55,53504,40371,428,52,3,24.12,60,0.72,1,0,0,0,0.754541717,4.333333333,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,17
55,66347,128473,594,119,3,13.93,12,0.19,0,1,0,0,1.936379942,9.916666667,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,9
28,26415,18657,306,32,1,21.06,48,0.83,1,0,1,0,0.706303237,2.666666667,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,17
21,132734,200853,323,73,2,16.97,12,0.38,0,1,1,0,1.513199331,6.083333333,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,16
39,143551,69511,539,119,1,18.51,36,0.53,1,1,0,0,0.484225119,9.916666667,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,36
47,138871,71880,696,0,3,24.52,24,0.66,1,1,0,0,0.517602667,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,34
39,143141,13952,751,38,2,10.85,24,0.36,0,0,0,0,0.097470326,3.166666667,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,20
51,119778,166069,652,62,2,11.69,36,0.77,1,1,1,0,1.386473309,5.166666667,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,40
49,120896,43978,390,93,1,11.83,12,0.86,0,0,1,0,0.363767205,7.75,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,11
40,44217,38257,785,92,3,15.32,60,0.43,1,1,0,0,0.865210213,7.666666667,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4
25,42505,86955,527,72,1,10.68,60,0.78,1,0,1,0,2.045759322,6.0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,41
49,46997,190777,326,76,3,18.39,60,0.39,1,1,1,0,4.059344213,6.333333333,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,24
33,63389,82433,357,2,4,20.46,36,0.39,0,0,0,1,1.300430674,0.166666667,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,39
66,47702,199489,435,91,1,14.85,24,0.84,1,0,1,0,4.181983984,7.583333333,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,14
25,141612,185872,309,70,3,15.91,48,0.59,1,1,0,1,1.312544135,5.833333333,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,30
57,110533,110168,300,42,3,5.09,12,0.82,0,0,1,0,0.996697819,3.5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15
40,98944,188343,652,96,2,15.1,24,0.81,1,1,1,0,1.90353129,8.0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,20
55,110335,190810,304,75,1,2.16,12,0.13,1,0,0,0,1.729369647,6.25,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
51,127226,188739,467,119,2,6.41,60,0.17,1,1,1,0,1.48349394,9.916666667,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19
30,131868,110848,441,51,2,2.68,24,0.12,1,0,0,0,0.840598174,4.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
26,25762,221592,550,110,3,12.01,24,0.89,0,0,1,0,8.601506094,9.166666667,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,30
44,108848,135824,830,73,4,19.19,60,0.32,1,0,0,0,1.247831839,6.083333333,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,8
19,69962,175229,404,19,4,20.84,48,0.53,0,0,0,0,2.504631085,1.583333333,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,26
26,26682,249772,479,100,4,3.73,60,0.55,0,0,1,0,9.361067386,8.333333333,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
31,44761,227146,368,4,4,17.99,24,0.78,1,1,1,0,5.07464087,0.333333333,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,24
26,17905,90808,599,55,3,7.71,48,0.62,0,0,1,1,5.071655962,4.583333333,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,32
43,78202,26968,312,38,2,10.35,36,0.12,0,0,1,0,0.344850515,3.166666667,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5
21,146967,136094,562,118,4,13.0,24,0.58,1,1,0,0,0.926017405,9.833333333,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5
61,98186,70999,502,49,2,5.39,48,0.27,0,1,1,0,0.723107164,4.083333333,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9
46,87999,172731,541,36,2,4.52,36,0.31,1,1,0,0,1.962874578,3.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,41
42,17788,59445,832,46,2,9.36,60,0.71,0,1,0,1,3.341859681,3.833333333,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,37
29,61532,177050,403,41,2,12.22,60,0.22,0,1,0,0,2.877364623,3.416666667,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5
37,100402,230311,830,75,1,19.7,24,0.49,0,1,1,0,2.293888568,6.25,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,10
62,114877,85793,649,119,1,11.39,60,0.15,0,1,1,0,0.746824865,9.916666667,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,12
53,149240,231361,475,96,4,6.84,24,0.58,1,1,0,0,1.550261324,8.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,16
51,59145,27105,646,5,4,2.54,24,0.88,0,0,0,1,0.458280497,0.416666667,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,44
63,83542,142097,405,49,3,6.57,12,0.78,1,0,1,1,1.700904934,4.083333333,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,49
40,148677,16922,366,54,4,12.25,12,0.62,1,0,0,0,0.113817201,4.5,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,41
46,83047,100553,679,49,4,13.0,36,0.69,1,1,1,0,1.210796296,4.083333333,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,20
59,122432,140456,491,78,4,12.35,36,0.43,1,0,1,0,1.147216414,6.5,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,30
60,61900,206142,719,46,2,20.93,60,0.54,0,0,0,0,3.330242326,3.833333333,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10
42,59471,115404,826,49,1,14.85,12,0.35,1,1,0,0,1.940508819,4.083333333,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,40
68,20711,231764,343,30,2,13.79,48,0.32,1,1,1,1,11.19038192,2.5,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,19
19,96912,58522,527,4,3,20.68,12,0.41,0,0,0,1,0.603867426,0.333333333,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,26
28,39312,6637,689,11,2,8.38,36,0.47,1,0,0,1,0.168828856,0.916666667,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,13
32,42368,59880,674,83,4,7.06,24,0.33,1,0,0,0,1.413330816,6.916666667,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,40
65,98100,233191,692,22,4,19.5,12,0.21,1,0,1,0,2.377074414,1.833333333,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,34
50,53196,64266,500,102,3,10.25,48,0.41,0,0,1,0,1.208098353,8.5,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,9
69,105284,225054,725,41,4,7.73,12,0.2,1,0,0,0,2.137589757,3.416666667,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
60,126854,133589,327,75,3,12.66,48,0.52,1,0,0,0,1.053092532,6.25,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,30
37,94084,197749,537,59,4,15.18,36,0.53,1,0,1,0,2.101834531,4.916666667,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14
39,77120,192111,419,30,3,6.81,36,0.59,0,0,1,0,2.491065871,2.5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
43,149475,234097,826,30,1,22.22,36,0.64,1,0,0,0,1.566128115,2.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10
56,58031,11277,747,20,1,14.24,24,0.48,0,0,1,0,0.19432717,1.666666667,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,13
36,80250,241221,688,15,2,6.13,36,0.71,1,1,1,0,3.005869159,1.25,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
19,39126,112293,640,46,2,12.18,60,0.63,1,0,0,0,2.870035271,3.833333333,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,38
60,111970,78206,405,30,2,8.14,36,0.52,0,1,1,0,0.698454943,2.5,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9
33,75108,218007,795,94,4,4.24,12,0.18,0,1,1,0,2.902580284,7.833333333,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12
65,50111,243261,694,60,3,12.14,60,0.52,1,0,1,0,4.854443136,5.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4
57,90150,104859,368,31,1,24.9,24,0.22,0,1,1,0,1.163161398,2.583333333,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,36
48,134061,23929,544,119,1,8.98,60,0.72,0,0,1,0,0.178493372,9.916666667,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,49
28,66321,54805,660,19,4,19.32,36,0.84,1,1,0,0,0.826359675,1.583333333,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,10
68,40565,151965,732,60,2,13.53,36,0.79,0,1,1,0,3.746209787,5.0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,12
66,39444,107913,684,26,1,17.77,60,0.24,1,1,0,1,2.735853362,2.166666667,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,10
44,97610,124464,709,10,2,2.96,48,0.29,0,0,0,0,1.275115255,0.833333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
39,39700,18272,349,67,4,11.81,60,0.85,1,1,0,0,0.460251889,5.583333333,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,30
23,133844,23158,647,109,1,16.1,48,0.71,0,0,1,0,0.173022324,9.083333333,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,20
65,47114,147961,559,47,2,9.21,60,0.34,1,0,1,0,3.140489027,3.916666667,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,41
40,20240,160488,455,51,3,4.41,12,0.75,0,1,1,1,7.929249012,4.25,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,9
41,34992,129776,517,52,2,19.39,12,0.41,0,0,1,0,3.708733425,4.333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28
60,51019,200883,738,43,4,14.57,60,0.55,1,1,0,0,3.937415473,3.583333333,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,38
36,22468,58993,436,48,2,16.44,24,0.51,0,1,0,0,2.625645362,4.0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,11
44,55226,170043,647,31,4,14.83,48,0.6,0,0,1,0,3.079038859,2.583333333,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31
41,37085,84852,764,49,2,16.34,12,0.71,0,0,0,1,2.288040987,4.083333333,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,47
58,44691,94565,632,64,4,5.09,60,0.75,0,0,1,0,2.115974133,5.333333333,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,47
67,64678,108446,333,64,2,5.93,48,0.64,0,1,0,0,1.676706144,5.333333333,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,42
27,41820,153159,359,75,4,11.06,60,0.26,1,0,1,1,3.662338594,6.25,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,7
35,56472,13643,568,63,4,4.54,36,0.44,1,1,1,0,0.241588752,5.25,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,16
46,91014,154772,451,60,3,19.88,60,0.55,1,0,0,0,1.700529589,5.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,48
42,15079,236985,554,28,4,19.28,48,0.68,0,0,1,1,15.71622787,2.333333333,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,17
18,99778,51106,375,113,4,18.91,24,0.74,0,1,0,1,0.512197078,9.416666667,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,33
19,137700,98081,713,106,1,21.86,36,0.74,0,0,0,0,0.71228032,8.833333333,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,34
48,122547,110372,371,115,2,5.49,36,0.22,1,0,1,0,0.900650363,9.583333333,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,49
19,70943,110892,779,105,2,17.65,60,0.84,1,1,0,0,1.563114049,8.75,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,34
21,57853,214114,413,96,1,4.35,12,0.13,1,1,1,1,3.701000812,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,49
40,145190,139385,573,63,1,7.96,60,0.56,1,0,0,0,0.960017908,5.25,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9
34,88841,82077,624,104,1,14.48,36,0.18,1,1,0,0,0.923863982,8.666666667,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,21
23,31823,204378,633,38,4,15.41,36,0.74,0,1,0,0,6.422336046,3.166666667,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,40
34,76957,86885,569,108,1,17.15,12,0.68,1,0,1,0,1.129007108,9.0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,14
20,139900,53476,809,77,4,13.53,48,0.52,0,0,0,1,0.38224446,6.416666667,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,4
69,125847,187738,814,37,2,15.25,24,0.78,1,1,1,0,1.491795593,3.083333333,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,20
25,75372,136454,510,77,1,21.57,12,0.84,1,0,1,0,1.810407048,6.416666667,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,26
46,88204,142073,614,59,3,7.75,48,0.79,1,0,1,0,1.61073194,4.916666667,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
44,128468,87021,677,70,3,9.06,12,0.13,0,0,0,0,0.67737491,5.833333333,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,22
54,31979,239723,666,116,3,21.59,36,0.4,0,0,1,1,7.496263173,9.666666667,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,46
33,70104,54068,797,28,2,19.84,12,0.13,1,0,0,0,0.771254137,2.333333333,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,34
45,43694,206319,720,26,4,11.98,48,0.82,1,1,1,1,4.721906898,2.166666667,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,20
25,106877,117844,365,79,1,4.41,24,0.31,1,0,0,0,1.102613284,6.583333333,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,38
40,79624,170682,793,119,2,19.76,24,0.31,0,1,1,0,2.14359992,9.916666667,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,34
41,141657,167647,487,52,1,22.4,48,0.65,1,0,0,0,1.183471343,4.333333333,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,36
37,69976,115115,458,98,4,13.15,12,0.74,1,1,1,0,1.645064022,8.166666667,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,30
57,60840,235676,789,71,4,15.07,36,0.84,1,0,1,0,3.873701512,5.916666667,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,37
36,134414,126540,525,36,4,2.6,12,0.66,1,1,1,0,0.941419793,3.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19
52,88819,61149,399,23,3,3.19,12,0.25,0,0,0,0,0.688467558,1.916666667,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,35
26,129212,177911,481,107,3,2.77,24,0.49,0,1,0,0,1.376892239,8.916666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
49,54763,229228,769,74,2,7.91,36,0.41,1,1,0,1,4.185818892,6.166666667,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,42
57,103683,60328,668,79,1,15.84,24,0.77,1,0,1,0,0.581850448,6.583333333,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,13
25,58441,73608,798,75,3,16.82,60,0.71,0,1,1,0,1.259526702,6.25,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,44
44,69036,205848,334,3,4,2.48,36,0.58,1,1,1,0,2.981748653,0.25,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9
23,26439,224182,401,82,2,24.17,60,0.27,0,1,0,0,8.479216309,6.833333333,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,29
37,67272,171484,772,104,2,18.77,48,0.82,0,0,0,1,2.549114044,8.666666667,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,34
57,23950,232280,416,92,1,18.47,36,0.19,0,0,1,0,9.698538622,7.666666667,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,17
23,127306,20108,318,1,2,17.73,36,0.17,0,0,0,0,0.157950136,0.083333333,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,41
26,129475,155853,484,22,4,14.38,60,0.37,0,1,1,0,1.20373045,1.833333333,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,14
25,25075,168540,402,112,1,19.52,48,0.77,0,0,0,0,6.721435693,9.333333333,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,36
39,29988,114754,590,35,4,7.21,24,0.62,0,0,0,0,3.826663999,2.916666667,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32
51,45868,245998,701,66,1,8.66,24,0.86,0,0,0,0,5.363172582,5.5,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,12
47,31008,22391,589,69,4,4.38,12,0.41,0,0,1,0,0.722103973,5.75,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
22,57655,97535,578,35,1,9.0,24,0.15,0,0,0,0,1.691700633,2.916666667,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,49
45,17033,60681,807,9,2,16.05,24,0.41,0,1,1,0,3.56255504,0.75,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,7
37,42470,153246,579,44,3,24.88,36,0.25,1,0,1,1,3.608335296,3.666666667,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,48
37,97557,197005,302,1,1,11.39,36,0.21,1,1,1,0,2.01938354,0.083333333,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,15
58,129326,100952,395,33,2,16.85,48,0.15,0,1,1,0,0.780600962,2.75,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,15
51,88640,201210,384,24,1,4.72,36,0.45,1,1,0,0,2.269968412,2.0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,35
47,80746,82891,816,77,1,7.48,60,0.86,0,0,1,0,1.026564783,6.416666667,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15
44,70151,8235,568,55,1,18.26,48,0.55,1,1,0,0,0.117389631,4.583333333,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,29
19,75088,41000,587,42,1,19.46,36,0.49,1,1,1,1,0.546025996,3.5,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,39
43,89390,233718,533,72,2,11.94,12,0.3,0,0,1,0,2.614587761,6.0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,30
37,99450,194354,764,81,4,2.33,24,0.74,0,0,0,0,1.954288587,6.75,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,40
50,127923,212883,579,90,2,2.89,36,0.64,1,1,0,0,1.664149527,7.5,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31
29,135223,206718,681,119,2,22.91,24,0.52,0,1,1,0,1.528719227,9.916666667,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
55,128491,131995,475,30,1,16.38,60,0.41,0,0,0,0,1.027270392,2.5,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,3
53,67108,56393,763,64,3,3.22,48,0.19,1,0,1,0,0.840332002,5.333333333,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
58,147564,89870,311,11,1,9.69,36,0.46,0,0,1,0,0.609023881,0.916666667,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,30
41,127714,175937,362,25,1,11.23,24,0.47,1,1,1,1,1.377585856,2.083333333,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,27
46,16291,28648,456,89,2,4.48,36,0.57,1,0,1,0,1.758516973,7.416666667,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
49,141579,192964,824,31,2,2.31,12,0.47,1,1,1,0,1.362942244,2.583333333,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,22
66,122629,91495,826,3,2,2.07,36,0.25,0,1,1,0,0.746112257,0.25,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22
25,139374,35045,325,5,1,19.57,36,0.84,1,0,0,0,0.25144575,0.416666667,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,24
44,148731,147406,753,37,3,24.12,24,0.75,1,0,0,0,0.991091299,3.083333333,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,10
50,29265,100872,806,7,3,16.07,60,0.31,1,0,1,0,3.44684777,0.583333333,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,38
46,131739,190280,765,104,4,20.54,36,0.19,1,1,1,0,1.444371067,8.666666667,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,34
42,21609,86806,808,63,3,20.42,12,0.36,0,1,1,0,4.017122495,5.25,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,10
23,57733,172594,690,23,3,22.83,12,0.48,0,1,0,0,2.989520725,1.916666667,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
42,98271,101041,804,1,3,4.76,48,0.31,0,0,1,0,1.028187359,0.083333333,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,43
20,17206,112797,315,27,3,2.13,36,0.49,1,0,1,1,6.555678252,2.25,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,32
39,69654,218108,738,92,3,9.39,48,0.75,0,1,1,0,3.13130617,7.666666667,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,13
26,99900,231369,587,102,2,17.36,24,0.3,1,1,0,0,2.316006006,8.5,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,36
41,113059,125654,820,113,1,7.42,12,0.34,0,0,1,1,1.111402011,9.416666667,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,15
21,74054,45936,304,84,1,7.57,48,0.55,0,0,1,0,0.620304102,7.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,32
40,69287,10622,419,81,1,12.41,24,0.17,1,0,1,0,0.153304372,6.75,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,45
45,40637,149251,603,100,3,12.1,36,0.76,0,0,0,0,3.672785885,8.333333333,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,4
31,48582,143844,684,69,2,19.2,48,0.2,1,0,0,1,2.960849697,5.75,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,34
66,140954,118703,683,68,3,20.87,12,0.71,1,0,0,0,0.842139989,5.666666667,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,23
